トレード #,タイプ,シグナル,日時,価格,取引,利益 ¥,利益 %,累積利益 ¥,累積利益 %,最大可能利益 ¥,最大可能利益 %,ドローダウン ¥,ドローダウン %
45,ロングを決済,MacdSE,2014-06-24,1567,100,-5300.00,-3.29,-40800.00,-0.18,0,0,4800.00,2.98
46,ショートエントリー,MacdSE,2014-06-24,1567,100,-6900.00,-4.4,-47700.00,-0.23,1200.00,0.77,6975.00,4.45
46,ショートを決済,MacdLE,2014-07-07,1626,100,-6900.00,-4.4,-47700.00,-0.23,1200.00,0.77,6975.00,4.45
47,ロングエントリー,MacdLE,2014-07-07,1626,100,-3400.00,-2.09,-51100.00,-0.12,0,0,2900.00,1.78
47,ロングを決済,MacdSE,2014-07-08,1602,100,-3400.00,-2.09,-51100.00,-0.12,0,0,2900.00,1.78
48,ショートエントリー,MacdSE,2014-07-08,1602,100,-1200.00,-0.75,-52300.00,-0.04,0,0,3925.00,2.45
48,ショートを決済,MacdLE,2014-07-09,1604,100,-1200.00,-0.75,-52300.00,-0.04,0,0,3925.00,2.45
49,ロングエントリー,MacdLE,2014-07-09,1604,100,-1000.00,-0.62,-53300.00,-0.03,3300.00,2.06,650.00,0.41
49,ロングを決済,MacdSE,2014-07-11,1604,100,-1000.00,-0.62,-53300.00,-0.03,3300.00,2.06,650.00,0.41
50,ショートエントリー,MacdSE,2014-07-11,1604,100,-5400.00,-3.37,-58700.00,-0.18,0,0,4900.00,3.05
50,ショートを決済,MacdLE,2014-07-14,1648,100,-5400.00,-3.37,-58700.00,-0.18,0,0,4900.00,3.05
51,ロングエントリー,MacdLE,2014-07-14,1648,100,3000.00,1.82,-55700.00,0.1,6900.00,4.19,475.00,0.29
51,ロングを決済,MacdSE,2014-07-29,1688,100,3000.00,1.82,-55700.00,0.1,6900.00,4.19,475.00,0.29
52,ショートエントリー,MacdSE,2014-07-29,1688,100,-3500.00,-2.07,-59200.00,-0.12,0,0,5425.00,3.21
52,ショートを決済,MacdLE,2014-07-30,1713,100,-3500.00,-2.07,-59200.00,-0.12,0,0,5425.00,3.21
53,ロングエントリー,MacdLE,2014-07-30,1713,100,1100.00,0.64,-58100.00,0.04,1600.00,0.93,1725.00,1.01
53,ロングを決済,MacdSE,2014-07-31,1734,100,1100.00,0.64,-58100.00,0.04,1600.00,0.93,1725.00,1.01
54,ショートエントリー,MacdSE,2014-07-31,1734,100,-1000.00,-0.58,-59100.00,-0.03,8750.00,5.05,1425.00,0.82
54,ショートを決済,MacdLE,2014-08-22,1734,100,-1000.00,-0.58,-59100.00,-0.03,8750.00,5.05,1425.00,0.82
55,ロングエントリー,MacdLE,2014-08-22,1734,100,-1400.00,-0.81,-60500.00,-0.05,2250.00,1.3,2400.00,1.38
55,ロングを決済,MacdSE,2014-09-05,1730,100,-1400.00,-0.81,-60500.00,-0.05,2250.00,1.3,2400.00,1.38
56,ショートエントリー,MacdSE,2014-09-05,1730,100,-900.00,-0.52,-61400.00,-0.03,1525.00,0.88,5500.00,3.18
56,ショートを決済,MacdLE,2014-09-12,1729,100,-900.00,-0.52,-61400.00,-0.03,1525.00,0.88,5500.00,3.18
57,ロングエントリー,MacdLE,2014-09-12,1729,100,200.00,0.12,-61200.00,0.01,850.00,0.49,525.00,0.3
57,ロングを決済,MacdSE,2014-09-16,1741,100,200.00,0.12,-61200.00,0.01,850.00,0.49,525.00,0.3
58,ショートエントリー,MacdSE,2014-09-16,1741,100,11900.00,6.84,-49300.00,0.4,23525.00,13.51,2525.00,1.45
